settlement_period,forecast_wind_mw,national_demand_mw,embedded_solar_generation_mw,price_gbp
2020-08-19 10:00:00,2478.0,30514,2000,48.42
2020-08-19 11:00:00,3052.0,31200,2150,48.48
2020-08-19 12:00:00,3675.0,30857,2640,38.6
2020-08-19 13:00:00,4404.0,30535,2360,31.06
2020-08-19 14:00:00,5237.0,30427,1940,32.47
2020-08-19 15:00:00,6209.0,30663,1440,38.91
2020-08-19 16:00:00,7373.0,31889,844,42.48
2020-08-19 17:00:00,7970.0,31739,597,46.55
2020-08-19 18:00:00,8513.0,30730,127,41.34
2020-08-19 19:00:00,8963.0,29879,1,36.21
2020-08-19 20:00:00,9414.0,28976,0,35.14
2020-08-19 21:00:00,9807.0,25873,0,30.0
2020-08-19 22:00:00,10065.0,22726,0,30.72
2020-08-19 23:00:00,10201.0,19807,0,26.39
2020-08-20 00:00:00,10504.0,18566,0,22.99
2020-08-20 01:00:00,10869.0,17830,0,22.03
2020-08-20 02:00:00,11265.0,16941,0,22.0
2020-08-20 03:00:00,11569.0,16589,0,24.51
2020-08-20 04:00:00,11616.0,17513,0,29.02
2020-08-20 05:00:00,11542.0,19860,36,33.3
2020-08-20 06:00:00,11287.0,23677,978,35.04
2020-08-20 07:00:00,10828.0,25503,2790,37.48
2020-08-20 08:00:00,10270.0,25648,4470,37.01
2020-08-20 09:00:00,9846.0,24535,6120,35.39
2020-08-20 10:00:00,9680.0,23926,6900,35.97
2020-08-20 11:00:00,9445.0,24096,7670,39.35
2020-08-20 12:00:00,9377.0,23641,7710,34.17
2020-08-20 13:00:00,9502.0,23249,6970,33.42
2020-08-20 14:00:00,9651.0,23251,6030,34.0
2020-08-20 15:00:00,9833.0,24555,5040,40.0
2020-08-20 16:00:00,9981.0,27010,3250,44.29
2020-08-20 17:00:00,10000.0,27905,1770,55.23
2020-08-20 18:00:00,9993.0,28635,492,50.76
2020-08-20 19:00:00,10084.0,28413,4,44.0
2020-08-20 20:00:00,10139.0,28049,0,38.97
2020-08-20 21:00:00,10253.0,25451,0,34.0
2020-08-20 22:00:00,10592.0,22654,0,32.04
2020-08-20 23:00:00,10014.0,19780,0,26.3
2020-08-21 00:00:00,10424.0,18361,0,21.3
2020-08-21 01:00:00,10811.0,17629,0,20.33
2020-08-21 02:00:00,11180.0,16713,0,18.36
2020-08-21 03:00:00,11422.0,16277,0,15.9
2020-08-21 04:00:00,11687.0,16664,0,24.66
2020-08-21 05:00:00,12025.0,18770,23,31.28
2020-08-21 06:00:00,12303.0,21833,448,36.14
2020-08-21 07:00:00,12568.0,24451,1280,37.67
2020-08-21 08:00:00,12810.0,25152,2370,42.0
2020-08-21 09:00:00,13008.0,25484,3160,36.0
2020-08-21 10:00:00,13071.0,25042,4050,33.15
2020-08-21 11:00:00,13113.0,24803,4540,34.0
2020-08-21 12:00:00,13120.0,24000,4690,29.4
2020-08-21 13:00:00,13106.0,23633,4190,26.1
2020-08-21 14:00:00,13059.0,23331,3950,25.81
2020-08-21 15:00:00,12929.0,24053,2840,36.2
2020-08-21 16:00:00,12683.0,26013,1960,43.36
2020-08-21 17:00:00,12474.0,26700,1000,44.97
2020-08-21 18:00:00,12256.0,26640,296,40.55
2020-08-21 19:00:00,12168.0,25902,5,40.69
2020-08-21 20:00:00,12062.0,25631,0,37.56
2020-08-21 21:00:00,11972.0,23232,0,34.22
2020-08-21 22:00:00,11967.0,20736,0,29.13
2020-08-21 23:00:00,11675.0,18505,0,23.08
2020-08-22 00:00:00,11601.0,17215,0,21.05
2020-08-22 01:00:00,11536.0,16576,0,19.13
2020-08-22 02:00:00,11460.0,16127,0,18.56
2020-08-22 03:00:00,11387.0,16169,0,17.69
2020-08-22 04:00:00,11243.0,16567,0,20.57
2020-08-22 05:00:00,11089.0,17508,29,22.0
2020-08-22 06:00:00,11014.0,19137,706,27.4
2020-08-22 07:00:00,11049.0,20634,1750,27.66
2020-08-22 08:00:00,11092.0,21478,2810,32.91
2020-08-22 09:00:00,11052.0,21552,3980,31.6
2020-08-22 10:00:00,10935.0,21038,5000,28.0
2020-08-22 11:00:00,10912.0,20512,6200,26.0
2020-08-22 12:00:00,10905.0,19709,6450,26.0
2020-08-22 13:00:00,10906.0,18658,6160,24.8
2020-08-22 14:00:00,10899.0,19008,5470,24.0
2020-08-22 15:00:00,10710.0,20446,3690,31.93
2020-08-22 16:00:00,10113.0,22917,2480,38.87
2020-08-22 17:00:00,9786.0,24627,1010,43.31
2020-08-22 18:00:00,9449.0,25075,370,45.08
2020-08-22 19:00:00,9150.0,24907,3,47.09
2020-08-22 20:00:00,8835.0,24788,0,45.0
2020-08-22 21:00:00,8584.0,23020,0,39.0
2020-08-22 22:00:00,8561.0,20827,0,38.0
2020-08-22 23:00:00,8418.0,18785,0,27.4
2020-08-23 00:00:00,8446.0,17735,0,20.56
2020-08-23 01:00:00,8339.0,17098,0,17.95
2020-08-23 02:00:00,8194.0,16480,0,16.85
2020-08-23 03:00:00,7941.0,16404,0,19.1
2020-08-23 04:00:00,7542.0,16643,0,20.9
2020-08-23 05:00:00,7067.0,17132,16,24.33
2020-08-23 06:00:00,6648.0,18375,608,23.53
2020-08-23 07:00:00,6212.0,20032,1430,31.03
2020-08-23 08:00:00,5742.0,21819,2450,32.34
2020-08-23 09:00:00,5221.0,23070,2680,40.0
2020-08-23 10:00:00,4742.0,23843,3180,38.89
2020-08-23 11:00:00,4392.0,24823,3910,39.74
2020-08-23 12:00:00,3980.0,24070,3820,35.48
2020-08-23 13:00:00,3660.0,23383,3810,32.09
2020-08-23 14:00:00,3501.0,23587,3730,32.0
2020-08-23 15:00:00,3311.0,24886,3580,44.99
2020-08-23 16:00:00,3042.0,26900,2180,53.9
2020-08-23 17:00:00,2876.0,27530,987,57.62
2020-08-23 18:00:00,2740.0,27427,316,55.36
2020-08-23 19:00:00,2673.0,26968,4,59.0
2020-08-23 20:00:00,2635.0,26797,0,53.5
2020-08-23 21:00:00,2612.0,24438,0,41.34
2020-08-23 22:00:00,2570.0,21663,0,29.75
2020-08-23 23:00:00,2466.0,19561,0,25.96
2020-08-24 00:00:00,2452.0,18699,0,25.21
2020-08-24 01:00:00,2350.0,18437,0,23.68
2020-08-24 02:00:00,2233.0,17982,0,23.68
2020-08-24 03:00:00,2081.0,18071,0,26.73
2020-08-24 04:00:00,1856.0,18707,0,36.68
2020-08-24 05:00:00,1651.0,21244,9,46.04
2020-08-24 06:00:00,1462.0,25032,542,49.0
2020-08-24 07:00:00,1294.0,27843,1690,50.0
2020-08-24 08:00:00,1172.0,28542,3260,54.0
2020-08-24 09:00:00,1084.0,27908,4540,55.07
2020-08-24 10:00:00,1043.0,27556,5790,54.49
2020-08-24 11:00:00,994.0,27575,6110,62.0
2020-08-24 12:00:00,939.0,27193,6430,55.0
2020-08-24 13:00:00,871.0,26914,6100,50.0
2020-08-24 14:00:00,835.0,26973,5440,54.0
2020-08-24 15:00:00,807.0,28223,4150,61.06
2020-08-24 16:00:00,815.0,30130,2870,81.93
2020-08-24 17:00:00,770.0,31206,1400,87.01
2020-08-24 18:00:00,746.0,31258,278,68.5
2020-08-24 19:00:00,766.0,30830,2,61.18
2020-08-24 20:00:00,792.0,29671,0,51.0
2020-08-24 21:00:00,836.0,26719,0,40.67
2020-08-24 22:00:00,925.0,23297,0,39.9
2020-08-24 23:00:00,1393.0,20822,0,35.35
2020-08-25 00:00:00,1903.0,19481,0,31.88
2020-08-25 01:00:00,2522.0,18831,0,28.9
2020-08-25 02:00:00,3268.0,18241,0,28.75
2020-08-25 03:00:00,4177.0,18003,0,30.0
2020-08-25 04:00:00,5319.0,18311,0,28.0
2020-08-25 05:00:00,6453.0,20401,0,31.04
2020-08-25 06:00:00,7771.0,23617,94,42.43
2020-08-25 07:00:00,9384.0,26832,268,39.91
2020-08-25 08:00:00,10831.0,27877,858,39.0
2020-08-25 09:00:00,11865.0,27702,1610,36.78
2020-08-25 10:00:00,12448.0,27746,2640,37.0
2020-08-25 11:00:00,12824.0,27324,3260,34.99
2020-08-25 12:00:00,13048.0,26640,3880,32.59
2020-08-25 13:00:00,13041.0,25858,3790,32.25
2020-08-25 14:00:00,12849.0,25965,3110,32.96
2020-08-25 15:00:00,12719.0,26820,2850,36.05
2020-08-25 16:00:00,12446.0,28752,2010,38.16
2020-08-25 17:00:00,12223.0,29592,855,39.14
2020-08-25 18:00:00,12042.0,29160,175,39.98
2020-08-25 19:00:00,12129.0,28674,1,39.12
2020-08-25 20:00:00,12189.0,27130,0,36.94
2020-08-25 21:00:00,12244.0,24000,0,25.5
2020-08-25 22:00:00,12289.0,20839,0,22.94
2020-08-25 23:00:00,12492.0,18394,0,12.0
2020-08-26 00:00:00,12555.0,17094,0,9.2
2020-08-26 01:00:00,12386.0,16670,0,8.32
2020-08-26 02:00:00,12179.0,16129,0,7.63
2020-08-26 03:00:00,11917.0,16320,0,16.0
2020-08-26 04:00:00,11564.0,17251,0,28.83
2020-08-26 05:00:00,11169.0,19670,3,34.29
2020-08-26 06:00:00,10682.0,23296,356,34.96
2020-08-26 07:00:00,10100.0,26286,1270,35.0
2020-08-26 08:00:00,9477.0,27588,2680,38.0
2020-08-26 09:00:00,8744.0,27851,3230,39.98
2020-08-26 10:00:00,7961.0,27709,4450,39.35
2020-08-26 11:00:00,7275.0,28140,4710,39.11
2020-08-26 12:00:00,6757.0,28031,4750,39.3
2020-08-26 13:00:00,6416.0,27461,4470,38.34
2020-08-26 14:00:00,6022.0,27453,4150,37.25
2020-08-26 15:00:00,5529.0,28359,3410,45.3
2020-08-26 16:00:00,4907.0,30125,2770,55.32
2020-08-26 17:00:00,4260.0,31143,1490,74.99
2020-08-26 18:00:00,3528.0,30794,347,68.6
2020-08-26 19:00:00,2683.0,30600,3,74.3
2020-08-26 20:00:00,1906.0,29675,0,59.92
2020-08-26 21:00:00,1306.0,27259,0,47.1
2020-08-26 22:00:00,942.0,24232,0,41.17
2020-08-26 23:00:00,542.0,21755,0,37.2
2020-08-27 00:00:00,487.0,20684,0,34.55
2020-08-27 01:00:00,467.0,20243,0,33.92
2020-08-27 02:00:00,454.0,19712,0,32.24
2020-08-27 03:00:00,454.0,19702,0,32.32
2020-08-27 04:00:00,460.0,20378,0,37.67
2020-08-27 05:00:00,472.0,22568,0,43.94
2020-08-27 06:00:00,498.0,25958,332,48.08
2020-08-27 07:00:00,547.0,28306,1690,62.44
2020-08-27 08:00:00,598.0,29854,2560,62.41
2020-08-27 09:00:00,642.0,30112,2210,58.69
2020-08-27 10:00:00,674.0,31199,1880,61.1
2020-08-27 11:00:00,707.0,31745,1590,69.5
2020-08-27 12:00:00,759.0,31947,1520,69.3
2020-08-27 13:00:00,815.0,31719,1290,60.0
2020-08-27 14:00:00,878.0,31075,1330,51.5
2020-08-27 15:00:00,927.0,31420,1290,65.0
2020-08-27 16:00:00,952.0,32475,1040,99.4
2020-08-27 17:00:00,1070.0,32559,577,89.94
2020-08-27 18:00:00,1224.0,32238,122,83.36
2020-08-27 19:00:00,1455.0,31699,1,63.91
2020-08-27 20:00:00,1738.0,29604,0,53.41
2020-08-27 21:00:00,2034.0,26679,0,42.42
2020-08-27 22:00:00,2244.0,23672,0,36.85
2020-08-27 23:00:00,1928.0,21055,0,34.2
2020-08-28 00:00:00,2148.0,19734,0,31.84
2020-08-28 01:00:00,2506.0,19192,0,29.77
2020-08-28 02:00:00,2858.0,18678,0,29.35
2020-08-28 03:00:00,3244.0,18507,0,30.4
2020-08-28 04:00:00,3598.0,19208,0,37.48
2020-08-28 05:00:00,3967.0,21315,11,41.92
2020-08-28 06:00:00,4321.0,24590,408,44.0
2020-08-28 07:00:00,4636.0,27380,1390,44.94
2020-08-28 08:00:00,4991.0,28297,1990,44.8
2020-08-28 09:00:00,5362.0,27848,3000,44.01
2020-08-28 10:00:00,5647.0,27616,3930,42.18
2020-08-28 11:00:00,5911.0,27509,4280,40.65
2020-08-28 12:00:00,6217.0,26973,3150,37.99
2020-08-28 13:00:00,6483.0,26639,2950,35.18
2020-08-28 14:00:00,6766.0,26537,2550,35.18
2020-08-28 15:00:00,7081.0,26935,1930,41.34
2020-08-28 16:00:00,7414.0,28407,1400,44.12
2020-08-28 17:00:00,7569.0,29087,725,47.92
2020-08-28 18:00:00,7755.0,28626,125,46.3
2020-08-28 19:00:00,7929.0,28156,1,42.91
2020-08-28 20:00:00,8103.0,26584,0,38.84
2020-08-28 21:00:00,8268.0,24028,0,35.93
2020-08-28 22:00:00,8423.0,21362,0,34.05
2020-08-28 23:00:00,9445.0,19075,0,31.0
2020-08-29 00:00:00,9696.0,17854,0,26.94
2020-08-29 01:00:00,9848.0,17183,0,25.65
2020-08-29 02:00:00,9980.0,16584,0,24.81
2020-08-29 03:00:00,10124.0,16266,0,25.41
2020-08-29 04:00:00,10234.0,16367,0,25.94
2020-08-29 05:00:00,10227.0,17721,6,29.16
2020-08-29 06:00:00,10211.0,19523,413,33.0
2020-08-29 07:00:00,10262.0,21630,1600,35.41
2020-08-29 08:00:00,10430.0,22634,3100,38.0
2020-08-29 09:00:00,10442.0,22330,3820,38.42
2020-08-29 10:00:00,10247.0,21967,4400,38.44
2020-08-29 11:00:00,9974.0,22585,4370,38.46
2020-08-29 12:00:00,9766.0,22509,3610,33.8
2020-08-29 13:00:00,9654.0,22138,3220,31.97
2020-08-29 14:00:00,9577.0,22380,2620,32.9
2020-08-29 15:00:00,9431.0,23775,2210,34.21
2020-08-29 16:00:00,9196.0,26038,1360,42.94
2020-08-29 17:00:00,8928.0,27042,863,46.72
2020-08-29 18:00:00,8650.0,27227,162,50.0
2020-08-29 19:00:00,8335.0,27069,1,54.96
2020-08-29 20:00:00,8035.0,25912,0,50.79
2020-08-29 21:00:00,7749.0,23994,0,38.49
2020-08-29 22:00:00,7466.0,21620,0,35.24
2020-08-29 23:00:00,6894.0,19468,0,32.27
2020-08-30 00:00:00,6763.0,18368,0,29.59
2020-08-30 01:00:00,6709.0,17962,0,28.8
2020-08-30 02:00:00,6641.0,17495,0,28.24
2020-08-30 03:00:00,6556.0,17172,0,28.46
2020-08-30 04:00:00,6470.0,17326,0,28.11
2020-08-30 05:00:00,6359.0,17794,3,28.24
2020-08-30 06:00:00,6207.0,19187,681,29.38
2020-08-30 07:00:00,6016.0,20621,2100,30.0
2020-08-30 08:00:00,5840.0,21305,4010,35.0
2020-08-30 09:00:00,5677.0,21633,5460,42.0
2020-08-30 10:00:00,5494.0,22288,5880,35.0
2020-08-30 11:00:00,5276.0,23285,5110,40.0
2020-08-30 12:00:00,5051.0,23148,4980,39.25
2020-08-30 13:00:00,4894.0,22770,4860,38.0
2020-08-30 14:00:00,4745.0,22984,4110,36.9
2020-08-30 15:00:00,4572.0,24576,3560,48.0
2020-08-30 16:00:00,4375.0,26910,2420,50.0
2020-08-30 17:00:00,4133.0,28201,1180,52.99
2020-08-30 18:00:00,3827.0,28263,258,53.0
2020-08-30 19:00:00,3361.0,28602,1,54.99
2020-08-30 20:00:00,2873.0,27832,0,47.47
2020-08-30 21:00:00,2423.0,25857,0,34.13
2020-08-30 22:00:00,2098.0,22957,0,39.1
2020-08-30 23:00:00,1654.0,20897,0,34.97
2020-08-31 00:00:00,1493.0,19883,0,30.4
2020-08-31 01:00:00,1403.0,19510,0,30.4
2020-08-31 02:00:00,1329.0,18997,0,28.05
2020-08-31 03:00:00,1282.0,18842,0,31.6
2020-08-31 04:00:00,1205.0,19032,0,41.44
2020-08-31 05:00:00,1148.0,20013,3,52.4
2020-08-31 06:00:00,1106.0,21844,687,55.01
2020-08-31 07:00:00,1036.0,23035,2030,60.0
2020-08-31 08:00:00,971.0,23990,3740,58.16
2020-08-31 09:00:00,953.0,23582,5370,57.18
2020-08-31 10:00:00,941.0,23102,6100,54.86
2020-08-31 11:00:00,996.0,24276,5580,54.96
2020-08-31 12:00:00,1092.0,23792,5480,52.65
2020-08-31 13:00:00,1201.0,23772,5000,50.37
2020-08-31 14:00:00,1319.0,24227,4170,54.0
2020-08-31 15:00:00,1426.0,25332,3050,59.99
2020-08-31 16:00:00,1442.0,27682,2170,66.05
2020-08-31 17:00:00,1420.0,28930,1210,72.64
2020-08-31 18:00:00,1435.0,28833,238,66.75
2020-08-31 19:00:00,1532.0,29320,1,59.84
2020-08-31 20:00:00,1651.0,28249,0,47.8
2020-08-31 21:00:00,1764.0,25819,0,41.22
2020-08-31 22:00:00,1862.0,22691,0,35.89
2020-08-31 23:00:00,1549.0,20609,0,34.71
2020-09-01 00:00:00,1559.0,19538,0,32.9
2020-09-01 01:00:00,1552.0,19199,0,31.96
2020-09-01 02:00:00,1561.0,18704,0,32.86
2020-09-01 03:00:00,1584.0,18774,0,33.86
2020-09-01 04:00:00,1629.0,19558,0,42.0
2020-09-01 05:00:00,1745.0,22336,2,51.19
2020-09-01 06:00:00,1872.0,25957,509,57.0
2020-09-01 07:00:00,2051.0,28019,2200,54.9
2020-09-01 08:00:00,2262.0,27879,4030,50.69
2020-09-01 09:00:00,2521.0,26797,6020,48.0
2020-09-01 10:00:00,2655.0,26499,6690,46.57
2020-09-01 11:00:00,2837.0,26969,6870,45.57
2020-09-01 12:00:00,2943.0,27035,6210,43.14
2020-09-01 13:00:00,2934.0,26843,5400,43.03
2020-09-01 14:00:00,2916.0,26864,4890,44.48
2020-09-01 15:00:00,2862.0,27955,4160,47.48
2020-09-01 16:00:00,2834.0,30170,2560,56.6
2020-09-01 17:00:00,2858.0,31289,1260,62.52
2020-09-01 18:00:00,2969.0,31335,196,60.79
2020-09-01 19:00:00,3312.0,31715,1,54.0
2020-09-01 20:00:00,3645.0,29977,0,42.99
2020-09-01 21:00:00,3960.0,26932,0,36.07
2020-09-01 22:00:00,4257.0,23507,0,38.05
2020-09-01 23:00:00,3911.0,21071,0,34.71
2020-09-02 00:00:00,4182.0,19793,0,33.18
2020-09-02 01:00:00,4390.0,19330,0,31.69
2020-09-02 02:00:00,4600.0,18781,0,31.1
2020-09-02 03:00:00,4814.0,18649,0,33.41
2020-09-02 04:00:00,5033.0,19443,0,43.36
2020-09-02 05:00:00,5272.0,21757,7,52.0
2020-09-02 06:00:00,5574.0,25355,768,57.17
2020-09-02 07:00:00,5961.0,27572,2130,55.3
2020-09-02 08:00:00,6314.0,27801,3530,47.48
2020-09-02 09:00:00,6650.0,27000,4910,43.11
2020-09-02 10:00:00,6949.0,26651,5170,39.07
2020-09-02 11:00:00,7207.0,27629,4150,38.42
2020-09-02 12:00:00,7456.0,27720,3290,38.28
2020-09-02 13:00:00,7704.0,28101,2760,38.33
2020-09-02 14:00:00,7924.0,28377,1830,40.18
2020-09-02 15:00:00,8169.0,29331,1300,45.59
2020-09-02 16:00:00,8503.0,30802,734,52.6
2020-09-02 17:00:00,8870.0,31255,382,59.99
2020-09-02 18:00:00,9231.0,30991,36,57.52
2020-09-02 19:00:00,9492.0,30502,0,48.29
2020-09-02 20:00:00,9708.0,28322,0,42.68
2020-09-02 21:00:00,9849.0,24904,0,38.27
2020-09-02 22:00:00,9895.0,21866,0,40.54
2020-09-02 23:00:00,9237.0,19561,0,35.54
2020-09-03 00:00:00,9179.0,18477,0,32.98
2020-09-03 01:00:00,9130.0,17996,0,31.13
2020-09-03 02:00:00,9066.0,17536,0,30.77
2020-09-03 03:00:00,9012.0,17591,0,33.64
2020-09-03 04:00:00,8980.0,18463,0,42.99
2020-09-03 05:00:00,8999.0,21296,0,48.6
2020-09-03 06:00:00,9117.0,25866,106,50.81
2020-09-03 07:00:00,9401.0,28706,639,47.64
2020-09-03 08:00:00,9704.0,29766,1280,43.85
2020-09-03 09:00:00,9981.0,29657,2350,41.69
2020-09-03 10:00:00,10201.0,29282,2690,40.8
2020-09-03 11:00:00,10300.0,29167,3060,38.52
2020-09-03 12:00:00,10328.0,28102,3410,38.47
2020-09-03 13:00:00,10220.0,27209,3050,36.0
2020-09-03 14:00:00,10035.0,26897,2900,32.91
2020-09-03 15:00:00,9836.0,27850,2870,38.81
2020-09-03 16:00:00,9569.0,29370,2190,43.53
2020-09-03 17:00:00,9076.0,30005,1080,52.1
2020-09-03 18:00:00,8666.0,30353,137,52.04
2020-09-03 19:00:00,8572.0,30553,1,47.84
2020-09-03 20:00:00,8462.0,29090,0,45.5
2020-09-03 21:00:00,8405.0,25824,0,37.81
2020-09-03 22:00:00,8534.0,22799,0,38.52
2020-09-03 23:00:00,8322.0,20158,0,33.94
2020-09-04 00:00:00,8389.0,19047,0,28.44
2020-09-04 01:00:00,8189.0,18593,0,27.08
2020-09-04 02:00:00,7892.0,18285,0,25.67
2020-09-04 03:00:00,7569.0,18151,0,27.91
2020-09-04 04:00:00,7311.0,19001,0,37.5
2020-09-04 05:00:00,7109.0,21659,1,42.08
2020-09-04 06:00:00,6964.0,25924,421,47.03
2020-09-04 07:00:00,7048.0,28455,1280,46.87
2020-09-04 08:00:00,7245.0,28646,2130,48.1
2020-09-04 09:00:00,7444.0,28010,3170,45.94
2020-09-04 10:00:00,7588.0,27211,4430,44.43
2020-09-04 11:00:00,7728.0,27372,4520,42.09
2020-09-04 12:00:00,7856.0,26671,4450,38.69
2020-09-04 13:00:00,7910.0,25958,4040,34.89
2020-09-04 14:00:00,7892.0,25710,2970,34.83
2020-09-04 15:00:00,8009.0,27068,2260,40.37
2020-09-04 16:00:00,8145.0,28960,1340,43.66
2020-09-04 17:00:00,8163.0,29686,647,47.15
2020-09-04 18:00:00,8217.0,29670,69,50.0
2020-09-04 19:00:00,8413.0,29499,1,46.0
2020-09-04 20:00:00,8600.0,27649,0,40.0
2020-09-04 21:00:00,8786.0,25217,0,35.07
2020-09-04 22:00:00,8991.0,22341,0,36.1
2020-09-04 23:00:00,9476.0,19568,0,30.75
2020-09-05 00:00:00,9486.0,18667,0,26.96
2020-09-05 01:00:00,9288.0,18076,0,25.23
2020-09-05 02:00:00,9105.0,17544,0,26.15
2020-09-05 03:00:00,8909.0,17449,0,26.15
2020-09-05 04:00:00,8724.0,17667,0,27.5
2020-09-05 05:00:00,8597.0,18906,1,30.98
2020-09-05 06:00:00,8343.0,20875,703,34.94
2020-09-05 07:00:00,8155.0,22170,2230,38.43
2020-09-05 08:00:00,7995.0,22696,3770,39.48
2020-09-05 09:00:00,7801.0,22684,4920,35.77
2020-09-05 10:00:00,7627.0,22386,5750,38.59
2020-09-05 11:00:00,7507.0,22188,5680,40.7
2020-09-05 12:00:00,7378.0,21926,5600,40.0
2020-09-05 13:00:00,7148.0,20867,5320,34.98
2020-09-05 14:00:00,6841.0,20986,4150,32.74
2020-09-05 15:00:00,6509.0,22489,3620,34.93
2020-09-05 16:00:00,6204.0,25017,2530,41.5
2020-09-05 17:00:00,5655.0,27361,1370,50.75
2020-09-05 18:00:00,5222.0,28055,118,58.6
2020-09-05 19:00:00,5075.0,28538,1,60.0
2020-09-05 20:00:00,4954.0,27017,0,52.0
2020-09-05 21:00:00,4838.0,25190,0,38.6
2020-09-05 22:00:00,4683.0,22630,0,43.2
2020-09-05 23:00:00,4439.0,20320,0,35.0
2020-09-06 00:00:00,4285.0,19092,0,30.4
2020-09-06 01:00:00,4004.0,18848,0,27.5
2020-09-06 02:00:00,3656.0,18106,0,27.9
2020-09-06 03:00:00,3339.0,18004,0,27.9
2020-09-06 04:00:00,3023.0,18013,0,31.46
2020-09-06 05:00:00,2669.0,18740,0,32.65
2020-09-06 06:00:00,2338.0,20074,324,28.31
2020-09-06 07:00:00,2112.0,22173,1600,37.87
2020-09-06 08:00:00,1944.0,23744,2880,38.0
2020-09-06 09:00:00,1795.0,24253,4380,42.75
2020-09-06 10:00:00,1608.0,24382,5140,41.81
2020-09-06 11:00:00,1471.0,24905,5190,48.8
2020-09-06 12:00:00,1346.0,24676,5110,46.3
2020-09-06 13:00:00,1248.0,24257,4520,44.8
2020-09-06 14:00:00,1181.0,24778,4490,37.64
2020-09-06 15:00:00,1091.0,25750,3680,47.7
2020-09-06 16:00:00,919.0,28227,2180,54.93
2020-09-06 17:00:00,785.0,29249,941,62.7
2020-09-06 18:00:00,688.0,29467,100,64.9
2020-09-06 19:00:00,647.0,30162,1,64.92
2020-09-06 20:00:00,624.0,27989,0,53.8
2020-09-06 21:00:00,645.0,25587,0,37.48
2020-09-06 22:00:00,771.0,22375,0,53.6
2020-09-06 23:00:00,1376.0,20264,0,40.1
2020-09-07 00:00:00,1761.0,19492,0,34.98
2020-09-07 01:00:00,2280.0,19224,0,28.06
2020-09-07 02:00:00,2903.0,18590,0,27.92
2020-09-07 03:00:00,3517.0,18345,0,30.41
2020-09-07 04:00:00,4018.0,19172,0,41.05
2020-09-07 05:00:00,4487.0,22237,1,50.9
2020-09-07 06:00:00,4913.0,26099,373,59.38
2020-09-07 07:00:00,5303.0,28545,1040,50.95
2020-09-07 08:00:00,5691.0,29254,2150,47.02
2020-09-07 09:00:00,6043.0,28782,3140,42.62
2020-09-07 10:00:00,6383.0,28549,3360,40.97
2020-09-07 11:00:00,6771.0,28764,3200,38.31
2020-09-07 12:00:00,7142.0,28675,2980,36.6
2020-09-07 13:00:00,7384.0,28437,2870,34.94
2020-09-07 14:00:00,7627.0,28273,2250,36.04
2020-09-07 15:00:00,7829.0,29288,1860,42.36
2020-09-07 16:00:00,7950.0,30892,1150,50.0
2020-09-07 17:00:00,8115.0,31507,511,56.93
2020-09-07 18:00:00,8291.0,31271,37,52.96
2020-09-07 19:00:00,8462.0,31228,0,46.65
2020-09-07 20:00:00,8656.0,28980,0,39.11
2020-09-07 21:00:00,8768.0,25584,0,31.2
2020-09-07 22:00:00,8625.0,22259,0,42.01
2020-09-07 23:00:00,8393.0,20098,0,29.75
2020-09-08 00:00:00,8136.0,19326,0,27.78
2020-09-08 01:00:00,7770.0,19272,0,28.05
2020-09-08 02:00:00,7312.0,18746,0,32.0
2020-09-08 03:00:00,6848.0,18748,0,37.56
2020-09-08 04:00:00,6404.0,19657,0,44.0
2020-09-08 05:00:00,5972.0,22653,0,44.04
2020-09-08 06:00:00,5592.0,27284,144,43.5
2020-09-08 07:00:00,5374.0,29535,878,49.6
2020-09-08 08:00:00,5221.0,30055,1460,52.0
2020-09-08 09:00:00,5206.0,29460,2770,46.03
2020-09-08 10:00:00,5167.0,28913,4140,46.0
2020-09-08 11:00:00,5161.0,27959,4930,44.85
2020-09-08 12:00:00,5112.0,27557,5480,39.31
2020-09-08 13:00:00,4949.0,27554,4870,36.0
2020-09-08 14:00:00,4761.0,27503,4050,38.42
2020-09-08 15:00:00,4626.0,29089,2980,44.92
2020-09-08 16:00:00,4802.0,31517,1940,51.26
2020-09-08 17:00:00,5055.0,32049,758,59.91
2020-09-08 18:00:00,5380.0,31964,57,58.08
2020-09-08 19:00:00,5931.0,31850,1,45.79
2020-09-08 20:00:00,6509.0,29304,0,39.91
2020-09-08 21:00:00,7003.0,25842,0,34.0
2020-09-08 22:00:00,7198.0,22674,0,37.07
2020-09-08 23:00:00,8271.0,20224,0,32.52
2020-09-09 00:00:00,8241.0,18847,0,30.8
2020-09-09 01:00:00,8177.0,18483,0,29.2
2020-09-09 02:00:00,8096.0,18240,0,27.32
2020-09-09 03:00:00,8032.0,18163,0,30.9
2020-09-09 04:00:00,7958.0,19090,0,41.2
2020-09-09 05:00:00,7798.0,22310,0,42.01
2020-09-09 06:00:00,7697.0,27161,217,42.0
2020-09-09 07:00:00,7645.0,29303,1360,47.6
2020-09-09 08:00:00,7704.0,29400,2740,45.7
2020-09-09 09:00:00,7742.0,28402,3790,41.67
2020-09-09 10:00:00,7555.0,27953,4200,40.5
2020-09-09 11:00:00,7320.0,27914,4690,44.0
2020-09-09 12:00:00,7081.0,27408,5130,42.56
2020-09-09 13:00:00,6901.0,26501,5200,39.84
2020-09-09 14:00:00,6587.0,25951,5050,42.4
2020-09-09 15:00:00,6241.0,27534,4200,44.88
